4s,3p,3d,4d,5d,4f,oxidation_state,temperature,time,CellV [A^3],Df,NASA [m^2/cm^3],density [g/cm^3],total_POV_gravimetric,mc_CRY-chi-1-all,mc_CRY-chi-3-all,mc_CRY-Z-2-all,D_mc_CRY-S-2-all,sum-mc_CRY-chi-0-all,sum-mc_CRY-Z-1-all,lc-Z-2-all,lc-alpha-3-all,D_lc-chi-1-all,D_lc-chi-3-all,D_lc-Z-1-all,D_lc-T-3-all,D_lc-alpha-2-all,func-Z-0-all,func-T-3-all,D_func-chi-1-all,D_func-chi-2-all,D_func-T-3-all,D_func-S-1-all,sum-lc-T-3-all,sum-D_lc-T-2-all,sum-D_lc-S-1-all,sum-func-alpha-3-all,sum-D_func-T-1-all,sum-D_func-T-2-all,sum-D_func-T-3-all,sum-D_func-alpha-2-all,sum-f-lig-T-3,MNC,pure_CO2_kH,pure_CO2_widomHOA,pure_methane_kH,pure_uptake_CO2_298.00_15000,pure_uptake_methane_298.00_580000,logKH_CH4,solvent1,solvent2,solvent3,additive,param3,param4,param5,additive_category,HBA,HBD,LogP
2,6,10,10,1,0,3,140,48.0,4085.89,3.88877,0.0,2.05035,0.128437,24.768,37.008,2304.0,5.52,5.76,12288,112.0,74.55333333,0.89,1.42,2.0,-1.333333333,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,-12.0,-0.24,0.0,0.0,0.0,0.0,0.0,272,-0.482,0.0442862,-49.66144122,7.85e-06,3.290803661,2.121323323,-5.105073916,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,2,2,-0.28819999999999985
2,6,10,0,0,0,2,80,36.0,3648.86,3.23981,77.3123,1.40052,0.0531947,16.368,35.442,720.0,2.16,21.78,5520,107.3333333,129.9266667,0.92,1.91,2.0,-2.333333333,-4.666666667,59.0,17.0,1.083333333,1.806666667,0.0,-0.046666667,58.66666667,-10.66666667,-0.32,1662.986667,-10.66666667,0.0,0.0,-58.13333333,6176,-0.461,0.00566117,-47.87531301,1.96e-05,2.538221478,2.18692127,-4.708293792,962,6228,0,944,-0.110283159,0.083073132,-0.129610464,2,4,2,3.109200000000002
2,6,10,10,0,0,2,160,96.0,2393.79,3.51453,128.677,2.15741,0.0476683,30.5552,88.7926,6240.0,3.293333333,17.1366,12096,163.8333333,147.0833333,1.166666667,2.888333333,-2.333333333,-0.833333333,-6.333333333,225.0,32.0,-4.11,-0.87,0.0,1.28,44.0,-4.0,-0.753333333,2260.0,36.0,28.0,0.0,234.4,2312,-0.56,0.00896124,-47.42869596,2.47e-05,1.248347349,1.22044148,-4.607366349,962,0,0,3301,-0.110283159,0.083073132,-0.129610464,0,3,3,-0.08179999999999998
0,0,0,0,0,0,2,120,120.0,7574.63,5.47476,0.0,0.743514,0.77973,21.02986667,41.90253333,480.0,2.48,30.8898,8064,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,-36.0,-0.72,0.0,0.0,0.0,0.0,0.0,4500,-0.673,0.00035812,-28.59404296,1.37e-05,3.629392963,4.890613522,-4.862380075,702,0,0,0,0.389716841,-0.024257543,-0.004702983,1,2,2,1.083
2,6,10,10,0,0,2,140,72.0,2253.57,4.63206,0.0,1.3092,0.192362,29.2032,65.2678,2432.0,5.04,8.5683,5760,112.6666667,117.8733333,0.9475,1.48,1.166666667,-2.0,-0.733333333,70.0,18.16666667,0.985,3.120833333,1.0,0.001666667,52.0,-4.0,-0.365,1288.35,-3.0,34.0,6.0,14.3,3300,-0.415,3.39e-05,-21.16341733,1.15e-05,0.52192134,2.182174725,-4.93783559,962,0,0,14798,-0.110283159,0.083073132,-0.129610464,0,4,3,0.3297
2,6,10,10,0,0,2,160,72.0,4651.47,4.01932,385.957,1.57489,0.1520232,30.9608,66.67613333,2688.0,4.733333333,34.2732,24480,104.5882353,135.8952941,0.937647059,1.986470588,2.0,-1.352941176,-3.882352941,7.529411765,0.705882353,0.104705882,0.104705882,-0.470588235,-0.004705882,138.0,-16.0,-0.68,239.56,-4.0,-4.0,-8.0,-12.0,5816,-0.495,0.000390359,-33.92835736,5.22e-05,1.622370928,2.664994308,-4.282277085,962,174,0,0,-0.110283159,0.083073132,-0.129610464,1,2,0,2.1435999999999993
1,6,10,0,0,0,2,65,48.0,37989.6,9.41931,0.0,0.536397,1.44139,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-2.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,3408,-0.4,1.41e-05,-13.51069928,6.24e-06,0.210516688,2.671912809,-5.205058377,6228,962,0,313,-0.110283159,-0.089079437,0.295377468,2,3,3,1.5355
1,6,10,0,0,0,2,160,96.0,1679.72,2.46791,1.97782,1.88268,0.0,28.2416,81.0426,3155.2,4.814,36.1,9976,99.55555556,69.52666667,0.514444444,1.34,1.111111111,-0.444444444,-4.177777778,21.33333333,2.0,0.296666667,0.296666667,-1.333333333,-0.013333333,45.33333333,-13.33333333,-0.266666667,479.12,-8.0,-8.0,-16.0,-24.0,1144,-0.612,4.95e-05,-34.22036061,1.26e-06,0.313293205,0.299946993,-5.90126977,962,0,0,8471,-0.110283159,0.083073132,-0.129610464,0,2,2,1.083
2,6,10,0,0,0,2,160,144.0,1148.64,3.85554,0.0,1.71497,0.0711381,22.704,39.534,720.0,2.16,10.89,3840,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,28.0,1.78,5.15,-2.0,-0.08,12.0,-4.0,-0.08,574.52,-6.0,-2.0,-4.0,-32.8,2036,-0.503,0.000259955,-31.71320706,2.46e-05,1.105334177,1.236826416,-4.608946626,962,0,0,14797,-0.110283159,0.083073132,-0.129610464,0,4,2,3.712200000000002
2,6,7,0,0,0,2,130,24.0,6463.87,5.78841,0.0,1.16388,0.209919,34.2912,84.1864,1998.0,5.92,10.6032,3402,121.3333333,210.6533333,0.816666667,1.773333333,1.666666667,0.0,-6.2,49.0,20.0,0.735,0.98,-3.0,-0.03,88.0,-8.0,-0.2,1669.44,-9.0,-12.0,-18.0,-46.8,2592,-0.252,1.62e-05,-18.36499246,8.71e-06,0.252253386,2.50344273,-5.059806866,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,1,1.928699999999999
2,6,10,1,0,0,3,170,36.0,1048.72,3.10283,51.5444,2.28088,0.0283136,28.314,21.593,1680.0,3.72,4.84,16800,102.2222222,190.9197778,0.237333333,1.391555556,0.533333333,-2.422222222,-4.533333333,0.0,0.0,0.0,0.0,0.0,0.0,32.93333333,-4.2,-0.032,0.0,0.0,0.0,0.0,0.0,1036,-0.482,0.00215054,-45.77780759,1.55e-06,2.449901885,0.617359225,-5.810481614,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,4,4,0.4794000000000001
1,6,10,0,0,0,2,90,48.0,5195.57,4.05785,0.0,0.771367,0.795185,26.144,45.524,696.0,2.44,21.66,5568,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,176.5,9.0,0.75,1.5,-5.0,0.09,18.0,-6.0,-0.12,997.32,-6.0,-12.0,-15.0,-8.1,4908,-0.423,6.4e-05,-21.78561694,1.69e-05,0.824267372,4.840898878,-4.772861749,6228,702,962,313,-0.110283159,-0.089079437,0.295377468,2,6,6,8.504800000000001
2,6,10,0,0,0,2,120,72.0,12582.8,6.73057,0.0,0.736025,0.785626,22.044,45.3255,900.0,2.7,32.67,11160,107.3333333,129.9266667,0.92,1.91,2.0,-2.333333333,-4.666666667,40.16666667,10.66666667,0.748333333,0.69,-1.666666667,0.036666667,132.0,-24.0,-0.72,2532.48,-12.0,-18.0,-30.0,-89.1,10764,-0.539,2.87e-05,-18.20184252,1.09e-05,0.40642281,4.260622589,-4.962302651,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,4,2,2.981200000000001
1,6,10,0,0,0,1,85,72.0,33152.2,11.94779,0.0,0.311959,2.6858,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,72.0,1.47,2.94,12.0,-0.06,24.0,-8.0,-0.16,2806.08,0.0,0.0,48.0,-93.6,17280,-0.375,1.35e-05,-11.42280919,6.96e-06,0.206997678,3.706995726,-5.157188636,31374,0,0,28118,-0.110283159,-0.095729659,0.393527106,2,9,6,22.20540000000001
1,6,10,0,0,0,2,80,24.0,3431.81,7.09331,0.0,0.59954,1.22774,26.144,45.524,696.0,2.44,14.44,3712,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-4.0,-0.08,0.0,0.0,0.0,0.0,0.0,2800,-0.453,3.44e-05,-18.13629324,1.28e-05,0.474139589,4.42708287,-4.892793423,962,0,0,313,0.223050174,0.011519349,-0.04633881,2,4,4,4.862100000000003
2,6,10,1,0,0,3,130,72.0,8800.71,2.68608,112.092,1.51016,0.0351884,35.7094,54.351,2106.0,7.74,11.9072,21216,118.16,205.816,0.7124,1.4148,1.52,-2.2,-6.16,38.4,7.2,1.068,2.136,3.6,-0.048,277.6,-35.2,-0.608,1920.72,-24.0,-48.0,72.0,-288.0,5560,-0.623,3.39e-05,-27.44798864,1.29e-05,0.248438997,0.46827643,-4.889929059,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,2,0.6759999999999999
2,6,5,0,0,0,2,80,72.0,2399.06,3.1685,666.059,1.24354,0.22941,31.992,64.65566667,1975.0,3.913333333,14.415,7200,112.0,99.64,0.89,2.956666667,2.0,-3.0,-6.0,57.03571429,28.71428571,1.159285714,1.071071429,-4.261904762,-0.049285714,22.66666667,-10.66666667,-0.16,1198.3,-6.142857143,5.380952381,-17.04761905,1.814285714,2776,-0.617,0.000104386,-27.19266013,2.42e-05,1.149769973,3.050920735,-4.617070277,962,31374,887,0,0.223050174,0.011519349,-0.04633881,1,9,3,-2.4041999999999977
2,6,7,0,0,0,2,160,48.0,7673.56,4.44244,0.0,1.49981,0.0881979,34.67794286,110.8286857,3193.714286,2.1,49.4816,16200,108.0,137.0328571,0.915714286,2.018571429,2.0,-3.142857143,-4.857142857,0.0,0.0,0.0,0.0,0.0,0.0,110.0,-22.0,-0.56,0.0,0.0,0.0,0.0,0.0,5692,-0.581,3.32e-05,-24.70739995,9.91e-06,0.409110824,1.273427688,-5.003773865,6228,702,0,14923,-0.110283159,-0.089079437,0.295377468,0,2,0,2.6519000000000004
1,6,10,0,0,0,2,80,72.0,11960.3,4.40592,0.109722,0.799101,0.754998,26.144,45.524,696.0,2.44,21.66,5568,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,20.0,1.78,5.5,-2.0,-0.08,18.0,-6.0,-0.12,610.56,-9.0,3.0,-6.0,-28.8,3924,-0.759,9.45e-05,-22.26717163,2.53e-05,1.205486132,6.27576168,-4.596153972,962,6228,0,313,-0.110283159,0.083073132,-0.129610464,2,6,4,4.983800000000004
1,6,10,0,0,0,1,175,72.0,1887.09,3.55603,292.988,2.35598,0.060807,20.7936,50.1068,3810.6,0.976,36.1,50808,98.0,150.22,0.98,2.17,2.0,1.0,-2.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,-0.08,0.0,0.0,0.0,0.0,0.0,2292,-0.728,3.7e-05,-27.37665593,2.91e-06,0.397744481,0.624711942,-5.535443391,6342,0,0,0,-0.110283159,-0.526394616,-0.277430255,1,4,0,5.934600000000005
2,6,7,0,0,0,2,140,96.0,3966.22,2.57482,93.3495,1.3826,0.0490234,34.0656,83.6224,1579.5,3.675,28.2752,9072,85.2,46.768,0.926,0.532,2.0,0.0,1.24,19.6,10.8,0.588,1.26,2.4,-0.024,64.0,0.0,-0.8,2137.12,0.0,40.0,48.0,-47.2,6208,-0.575,0.000100195,-33.38356877,1.57e-05,0.718574489,1.264911753,-4.802956645,962,6228,702,284,-0.110283159,0.083073132,-0.129610464,2,4,0,3.7250000000000023
2,6,10,10,0,0,2,100,72.0,15064.6,9.14033,354.381,0.959417,0.662027,23.2544,40.4924,1152.0,2.84,68.5464,36864,112.0,162.71,0.89,1.75,2.0,-3.0,-6.0,256.0,24.0,0.06,0.12,0.0,0.5,80.0,-32.0,-0.64,15209.6,-32.0,-64.0,0.0,518.4,9792,-0.483,0.000178233,-28.48682399,1.35e-05,1.805974591,3.292147165,-4.869370369,31374,0,0,28118,0.389716841,-0.027582654,0.044371836,2,6,3,4.425300000000001
2,6,7,0,0,0,2,100,24.0,10749.9,4.63235,0.0,1.00373,0.484792,35.5696,82.1748,2268.0,2.45,56.5504,19008,112.0,107.59,0.89,3.37,2.0,-3.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,96.0,-48.0,-0.64,0.0,0.0,0.0,0.0,0.0,3840,-0.57,5.1e-05,-25.7796198,7.92e-06,0.695134392,3.248090048,-5.101204635,6228,702,0,0,0.389716841,-0.020010434,-0.059007085,1,2,2,0.716
2,6,8,0,0,0,2,105,72.0,3224.33,5.01976,0.0,0.979833,0.523783,26.2816,40.8931,1316.0,2.16,29.1848,7168,112.0,123.755,0.89,1.986666667,2.0,-4.0,-6.0,64.0,9.0,1.51,0.89,-3.0,0.14,24.66666667,-8.666666667,-0.16,479.12,-4.0,-4.0,-12.0,-24.0,2944,-0.585,0.000933701,-39.48848329,8.74e-06,3.363011456,3.594780917,-5.058714718,962,6228,0,0,-0.110283159,-0.003003152,0.082883502,1,4,4,2.0702
2,6,10,1,0,0,3,80,48.0,3072.83,8.86311,0.0,0.986231,0.634963,25.509,31.966,2100.0,4.65,4.84,15120,106.2857143,153.68,0.508571429,1.625714286,1.142857143,-2.857142857,-5.142857143,0.0,0.0,0.0,0.0,0.0,0.0,34.28571429,-6.857142857,-0.091428571,0.0,0.0,0.0,0.0,0.0,2320,-0.481,5.36e-05,-22.54248279,1.04e-05,0.738820705,3.532925708,-4.982958309,962,6228,702,0,0.223050174,0.009302608,-0.013622264,1,3,3,2.448200000000001
2,6,10,10,1,0,3,95,72.0,2226.95,3.0099,247.133,1.59028,0.102762,18.92,22.572,1368.0,3.68,4.84,9120,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,56.5,16.33333333,0.896666667,1.238333333,-1.666666667,0.03,24.0,-8.0,-0.16,845.98,-3.333333333,-5.333333333,-6.666666667,-30.86666667,3136,-0.464,0.0309143,-47.61653104,7.04e-06,3.661652706,1.374531636,-5.152493354,962,0,0,0,0.389716841,0.061818741,-0.217196949,1,7,4,1.7271
2,6,10,10,1,0,3,140,48.0,2449.58,3.20914,143.541,3.25207,0.0362476,28.896,86.52,11840.0,4.73,11.52,28672,157.7142857,0.0,0.868571429,0.0,-5.142857143,0.0,0.228571429,182.8571429,0.0,-2.457142857,0.0,0.0,0.828571429,0.0,0.0,-3.06,0.0,120.0,0.0,0.0,0.0,0,-0.589,0.139061,-61.94688717,2.83e-06,1.679961312,0.591251581,-5.548520595,679,0,0,284,-0.110283159,-0.350299755,0.586608361,2,2,2,-0.6527999999999998
2,6,7,0,0,0,2,160,72.0,14945.7,4.17251,113.22,1.42791,0.1353725,31.33333333,61.60446667,1467.0,2.885,84.8256,25056,107.3333333,118.8266667,0.756666667,1.63,1.666666667,-2.666666667,-4.333333333,48.33333333,11.0,0.935,1.331666667,-0.666666667,-0.04,160.0,-40.0,-0.8,3308.08,-24.0,24.0,-16.0,-88.0,8560,-0.508,0.00859045,-51.95079885,4.48e-05,2.64382277,2.694361946,-4.348610518,962,6342,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.7812000000000001
2,6,10,10,0,7,3,120,72.0,7886.47,3.48324,38.2665,1.38569,0.0258932,39.144,40.992,2268.0,5.46,5.76,19152,104.0,167.24,0.356,1.564,0.8,-2.4,-4.8,49.0,33.0,1.47,4.34,1.0,-0.06,76.8,-12.8,-0.128,2273.28,-8.0,64.0,8.0,30.4,7120,-0.661,7.23e-05,-30.44458079,6.91e-06,0.807696525,1.64938453,-5.160455337,962,0,0,0,-0.110283159,-0.003003152,0.082883502,1,4,2,2.8295000000000012
2,6,5,0,0,0,2,70,192.0,8069.7,5.89518,0.0,0.725604,0.825546,20.8816,40.6534,1740.0,4.592,24.025,9700,101.8888889,102.2022222,0.108888889,0.598888889,0.222222222,-1.222222222,-3.9,49.0,11.14285714,0.42,0.49,-1.857142857,-0.017142857,29.33333333,-4.0,-0.017777778,621.1771429,-3.428571429,-4.0,-7.428571429,-15.6,11744,-0.756,0.0012689,-36.35085149,1.38e-05,4.182518589,5.073772293,-4.859866076,6228,887,0,0,0.223050174,-0.191636567,-0.095612073,1,12,4,4.840200000000003
1,6,10,0,0,0,2,120,72.0,3360.23,4.15013,0.0,1.44975,0.240193,26.752,87.077,3915.0,1.85,28.88,8700,105.0,118.35,0.69,1.555,1.5,-2.0,-3.5,49.0,24.0,1.47,2.66,4.0,-0.06,28.0,-6.0,-0.12,935.36,0.0,24.0,16.0,-8.0,1416,-0.672,8.78e-05,-23.98135564,1.79e-05,1.078436399,2.986700593,-4.747404225,962,31275,6228,0,0.389716841,0.061818741,-0.217196949,1,4,1,0.9654999999999999
2,6,10,10,0,0,3,120,72.0,2878.02,6.33216,0.0,1.05033,0.531641,48.9856,18.156,1176.0,2.6,12.6736,12544,112.0,162.71,0.89,1.75,2.0,-3.0,-6.0,256.0,12.0,0.06,0.12,6.0,0.5,40.0,-16.0,-0.32,4687.04,-16.0,-32.0,48.0,259.2,1168,-0.489,5.45e-05,-19.30690509,1.74e-05,0.858822511,4.952184026,-4.75855314,6228,0,0,0,0.389716841,-0.024257543,-0.004702983,1,3,2,1.1445
2,6,10,0,0,0,2,95,72.0,2223.92,2.91099,826.548,1.28721,0.247761,22.374,45.26775,1260.0,2.43,21.78,7560,105.5555556,143.2355556,0.92,2.107777778,2.0,-2.777777778,-5.333333333,42.66666667,4.0,0.593333333,0.593333333,-2.666666667,-0.026666667,48.0,-9.333333333,-0.24,479.12,-8.0,-8.0,-16.0,-24.0,1944,-0.575,0.0012327,-36.39410475,2.56e-05,4.168445972,3.302999593,-4.591824505,962,31374,0,0,-0.110283159,0.083073132,-0.129610464,1,4,4,0.4868
2,6,10,10,0,10,3,120,96.0,3149.85,6.3767,0.0,1.10873,0.456196,25.1808,43.8468,2376.0,5.4,5.9536,12672,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,49.0,24.0,0.98,2.31,-2.0,-0.04,36.0,-12.0,-0.24,2033.52,-12.0,-12.0,-12.0,-52.8,2604,-0.575,0.000227542,-31.43633256,1.45e-05,2.058379498,4.058369635,-4.837495335,962,6228,679,0,0.389716841,0.061818741,-0.217196949,1,4,2,1.54
1,6,10,0,0,0,2,85,12.0,1106.15,4.58071,0.0,1.37299,0.264532,25.384,47.348,870.0,3.05,14.44,3596,108.5,139.97,0.9125,1.79,2.0,-3.25,-5.0,64.0,6.0,0.89,0.89,-4.0,-0.04,32.0,-6.0,-0.16,479.12,-8.0,-8.0,-16.0,-24.0,912,-0.408,0.000662244,-32.29188701,3.04e-05,3.676103135,3.376649864,-4.517107845,6228,702,0,0,-0.110283159,-0.089079437,0.295377468,1,3,2,0.478
1,6,10,0,0,0,2,85,48.0,6459.07,9.99848,390.219,0.770284,0.873937,23.104,49.704,1624.0,5.04,43.32,9744,91.0,83.62,0.0,0.49,0.0,-1.0,-3.9,49.0,12.0,0.49,0.49,-2.0,-0.02,48.0,-8.0,0.0,1337.92,-8.0,-8.0,-16.0,-31.2,3600,-0.189,6.18e-05,-25.50581202,8.01e-06,0.762421848,2.933889154,-5.096402728,6228,0,0,944,-0.110283159,-0.089079437,0.295377468,2,9,3,-0.7731000000000008
2,6,10,0,0,0,2,90,24.0,4548.95,4.66623,0.0,1.0094,0.432198,27.72,55.209,1080.0,3.24,21.78,9360,108.8888889,126.5444444,0.91,1.866666667,2.0,-2.888888889,-5.111111111,0.0,0.0,0.0,0.0,0.0,0.0,82.66666667,-18.66666667,-0.48,0.0,0.0,0.0,0.0,0.0,4536,-0.477,0.000176482,-25.65206743,3.59e-05,1.835831393,5.419695223,-4.444599597,6228,0,0,0,-0.110283159,-0.307737026,0.008973606,1,2,1,2.4468000000000005
0,0,0,0,0,0,2,110,24.0,2334.79,3.18473,712.871,1.01767,0.291273,21.02986667,37.39613333,480.0,2.48,10.2966,2688,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,-12.0,-0.24,0.0,0.0,0.0,0.0,0.0,2760,-0.623,0.00884586,-42.93182817,3.65e-05,6.419223432,4.441346481,-4.437646458,6228,887,0,0,0.389716841,-0.024257543,-0.004702983,1,2,2,2.2362
2,6,8,0,0,0,2,120,72.0,5474.63,6.5073,227.006,1.07828,0.323794,30.66186667,48.03013333,2072.0,2.853333333,21.8886,6272,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,-4.0,-0.08,0.0,0.0,0.0,0.0,0.0,4144,-0.683,0.000369725,-30.1491796,3.8e-05,3.417129916,3.484374214,-4.420463336,6228,0,0,0,0.389716841,-0.024257543,-0.004702983,1,4,4,10.044799999999997
1,6,10,0,0,0,2,80,24.0,20611.4,8.54605,0.0,0.342062,2.46785,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,9024,-0.419,1.12e-05,-10.51842959,5.78e-06,0.167813065,3.221987298,-5.238150312,1049,6228,702,243,0.223050174,-0.128567842,-0.005507488,2,3,3,5.782200000000004
2,6,7,0,0,0,2,120,168.0,7385.01,8.40599,0.0,0.706681,0.871907,30.18026667,53.66773333,1620.0,1.96,31.8096,9072,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,-12.0,-0.24,0.0,0.0,0.0,0.0,0.0,6768,-0.512,0.000113468,-25.35881501,8.48e-06,0.901750621,4.244043534,-5.071651779,31374,0,0,0,0.389716841,-0.023335545,-0.009932266,1,3,3,5.782200000000004
2,6,10,0,0,0,2,140,12.0,17600.1,4.93156,0.0,1.43518,0.171463,26.488,62.238,1920.0,2.16,98.01,40320,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,18.33333333,1.923333333,1.78,-2.666666667,0.26,144.0,-48.0,-0.96,4884.48,-8.0,-56.0,-64.0,-288.0,30912,-0.629,0.000105698,-29.28047276,2e-05,0.762435952,1.853549686,-4.698716016,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,9,8,3.3482000000000025
2,6,10,10,0,0,2,130,144.0,3067.68,5.24121,0.0,1.23618,0.328107,27.13013333,46.306,2688.0,2.84,17.1366,10752,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,48.0,4.5,0.6675,0.6675,-3.0,-0.03,24.0,-8.0,-0.16,359.34,-6.0,-6.0,-12.0,-18.0,3704,-0.512,0.0145262,-53.88498454,1.81e-05,2.082402229,3.857957624,-4.74268629,6228,0,0,0,-0.110283159,-0.089079437,0.295377468,1,4,4,3.8134000000000015
2,6,5,0,0,0,2,95,72.0,2665.55,4.50209,0.0,1.18044,0.270747,24.88266667,47.802,1433.333333,2.48,14.415,5600,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,32.0,1.78,3.56,0.0,-0.08,24.0,-8.0,-0.16,1339.84,-8.0,-16.0,0.0,-96.0,3160,-0.546,0.00729042,-46.35354736,1.95e-05,3.631784625,3.368396713,-4.708877675,962,6228,0,0,-0.110283159,0.033190829,-0.124678847,1,5,3,4.365800000000002
2,6,10,10,0,7,3,80,72.0,4131.55,4.14542,0.0,1.48949,0.166809,24.768,42.132,4095.0,5.015,11.52,24192,117.3333333,79.85333333,0.726666667,1.186666667,1.666666667,-2.666666667,-4.0,18.83333333,0.0,-0.133333333,0.0,0.0,0.006666667,48.0,-16.0,-0.4,0.0,8.0,0.0,0.0,0.0,7408,-1.286,0.00242206,-41.69424074,1.33e-05,2.068383234,1.912986978,-4.876510967,962,6228,702,0,-0.110283159,-0.120985427,0.283508334,1,2,2,3.3893000000000013
2,6,10,10,0,0,2,120,72.0,3095.82,3.42264,55.9324,1.63785,0.0481485,28.392,48.57905,1584.0,3.905,22.8488,14976,107.3333333,158.5466667,0.92,1.89,2.0,-1.666666667,-4.666666667,170.6666667,8.0,0.04,0.08,4.0,0.333333333,80.0,-16.0,-0.48,4687.04,-16.0,-32.0,48.0,259.2,3504,-0.486,0.00698357,-46.29633533,8.13e-06,1.590660417,1.424061466,-5.08997837,31374,0,0,0,0.389716841,-0.023335545,-0.009932266,1,3,2,1.1445
1,6,10,0,0,0,2,70,96.0,28532.1,6.62234,0.0,0.747785,0.880494,28.32266667,49.096,754.0,2.643333333,173.28,48256,102.0,89.835,0.89,1.335,2.0,-3.0,-4.3,36.75,19.0,0.7,0.735,-1.0,0.075,144.0,-48.0,-1.28,7222.4,0.0,-32.0,-32.0,-187.2,18336,-0.413,4.59e-05,-20.91026397,1.26e-05,0.627604831,4.100970563,-4.898026218,6228,0,0,313,0.223050174,-0.188805161,-0.131814809,2,6,5,1.9315
2,6,10,0,0,0,2,80,72.0,5385.89,5.44409,0.0,0.77718,0.801205,22.704,50.25075,2700.0,1.35,21.78,7680,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,64.0,25.5,1.5575,2.8925,-1.0,-0.07,24.0,-8.0,-0.16,1124.66,-8.0,-14.0,-4.0,-78.0,4128,-0.692,0.000792626,-37.0120218,1.51e-05,2.135833194,5.470558971,-4.820126628,962,0,0,0,0.223050174,0.012134014,-0.049824999,1,6,3,6.158100000000004
1,6,10,0,0,0,2,180,24.0,18194.8,6.59717,0.0,0.883255,0.74316,26.144,45.524,696.0,2.44,43.32,11136,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,48.0,-16.0,-0.32,0.0,0.0,0.0,0.0,0.0,2448,-0.427,7.77e-05,-24.12453367,1.74e-05,0.746718062,3.28436294,-4.759071534,962,0,0,0,-0.110283159,0.083073132,-0.129610464,1,3,3,0.7812000000000001
1,6,10,0,0,0,2,60,48.0,4142.43,9.37645,0.0,0.730593,0.857112,26.144,45.524,696.0,2.44,21.66,5568,112.0,119.78,0.89,1.78,2.0,-4.0,-6.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,-12.0,-0.24,0.0,0.0,0.0,0.0,0.0,3144,-0.418,6.52e-05,-21.86278931,1.62e-05,0.844030405,4.631234711,-4.79042065,962,6228,702,0,0.223050174,0.014350755,-0.082541545,1,2,2,2.75
0,0,0,0,0,0,2,120,120.0,10573.8,5.04977,0.0,0.848313,0.481851,20.2788,33.6408,432.0,2.48,27.4576,6912,112.0,95.665,0.89,2.75,2.0,-2.0,-6.0,32.0,14.0,0.89,2.575,-1.0,-0.04,72.0,-40.0,-0.64,2298.08,-24.0,-8.0,-16.0,-131.2,13296,-1.083,0.000683482,-34.45865051,2.53e-05,2.716369949,4.854403134,-4.596798807,962,31374,0,0,0.389716841,0.061818741,-0.217196949,1,6,3,6.443460000000007
2,6,10,10,0,7,3,85,17.0,5974.84,5.87215,0.0,0.961963,0.64148,29.358,30.744,1701.0,4.095,11.52,28728,104.0,167.24,0.356,1.564,0.8,-2.4,-4.8,0.0,0.0,0.0,0.0,0.0,0.0,57.6,-9.6,-0.096,0.0,0.0,0.0,0.0,0.0,3672,-0.549,0.00714777,-42.19067278,1.02e-05,4.806756712,3.854397758,-4.990340931,6228,887,0,944,0.389716841,-0.020010434,-0.059007085,2,4,4,1.8826
